host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,availability_eoy,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,n_amenities,n_verifications,property_type_clean,host_years,neighbourhood_cleansed_freq,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Eixample,neighbourhood_group_cleansed_Gràcia,neighbourhood_group_cleansed_Horta-Guinardó,neighbourhood_group_cleansed_Les Corts,neighbourhood_group_cleansed_Nou Barris,neighbourhood_group_cleansed_Sant Andreu,neighbourhood_group_cleansed_Sant Martí,neighbourhood_group_cleansed_Sants-Montjuïc,neighbourhood_group_cleansed_Sarrià-Sant Gervasi
0.0,98.0,97.0,0.0,1.0,1.0,41.39713,2.1223,2.0,1.0,1.0,1.0,70.0,32,365,1,234,5,73,255,17850.0,4.6,4.6,4.4,4.8,4.8,5.0,4.0,0,39,0.27,23,3,Entire rental unit,13.791780821917808,0.00443070582174137,0,0,0,0,0,0,0,0,0,0,0,1
0.0,100.0,99.0,0.0,1.0,1.0,41.38524,2.1554,4.0,2.0,2.0,3.0,273.0,1,365,9,195,37,76,30,8190.0,4.59,4.73,4.7,4.59,4.57,4.7,4.38,1,257,1.42,31,2,Entire rental unit,10.58904109589041,0.05368366821226172,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.38172,2.1719,4.0,1.0,2.0,2.0,102.0,32,365,0,292,34,39,128,13056.0,4.88,4.85,4.88,4.88,4.97,4.97,4.71,0,3,1.34,40,2,Entire rental unit,12.065753424657535,0.07825862957238537,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,92.0,0.0,1.0,1.0,41.38086,2.1748,6.0,3.0,3.0,5.0,242.0,31,300,12,237,0,75,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,3,0.0,41,3,Entire rental unit,15.846575342465753,0.06455435342606904,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.38401566367857,2.1789680040657955,1.0,2.0,1.0,1.0,43.0,31,90,29,89,1,89,62,2666.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0,1,0.18,4,2,Private room in rental unit,11.863013698630137,0.06409067490984029,0,1,0,0,0,0,0,0,0,0,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.37977008057016,2.161345991879708,6.0,2.0,2.0,3.0,189.0,5,30,2,49,96,49,255,48195.0,4.84,4.93,4.85,4.9,4.99,4.88,4.8,0,1,3.67,48,2,Entire rental unit,3.0821917808219177,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.38162,2.17986,5.0,1.0,2.0,4.0,89.0,31,120,0,218,6,41,248,22072.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.41,57,2,Entire rental unit,3.03013698630137,0.06455435342606904,0,0,0,0,0,0,0,0,0,0,0,0
1.0,98.0,70.0,0.0,1.0,1.0,41.38382924392518,2.1508830035692394,1.0,2.0,1.0,1.0,40.0,33,360,0,226,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,426,0.0,12,2,Private room in rental unit,5.345205479452055,0.04234930448222566,0,1,0,1,0,0,0,0,0,0,0,0
0.0,100.0,67.0,0.0,1.0,1.0,41.41361537673438,2.1396843729878112,2.0,1.0,1.0,1.0,78.0,1,365,0,294,8,38,30,2340.0,5.0,5.0,4.88,5.0,5.0,4.75,4.5,1,15,0.33,58,2,Entire rental unit,0.7534246575342466,0.004842864502833591,0,0,0,0,1,0,0,0,0,0,0,0
2.0,100.0,60.0,0.0,1.0,1.0,41.389520979573085,2.180841159069728,2.0,1.0,0.0,1.0,65.0,32,200,0,76,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,22,0.0,23,2,Entire rental unit,2.808219178082192,0.06409067490984029,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,75.0,0.0,1.0,1.0,41.40564,2.13786,1.0,2.0,1.0,1.0,68.0,32,365,0,45,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,7,2,Private room in rental unit,3.7041095890410958,0.004997424008243174,0,1,0,0,0,0,0,0,0,0,0,1
0.0,100.0,75.0,0.0,1.0,1.0,41.4059,2.13714,1.0,2.0,1.0,1.0,71.0,32,365,0,226,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,7,2,Private room in rental unit,3.7041095890410958,0.004997424008243174,0,1,0,0,0,0,0,0,0,0,0,1
0.0,100.0,75.0,0.0,1.0,1.0,41.40563,2.13563,1.0,2.0,1.0,1.0,81.0,32,365,14,349,0,93,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,7,2,Private room in rental unit,3.7041095890410958,0.004997424008243174,0,1,0,0,0,0,0,0,0,0,0,1
0.0,100.0,75.0,0.0,1.0,1.0,41.40624409684779,2.137950778711033,1.0,2.0,1.0,1.0,73.0,32,365,0,268,0,12,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,7,2,Private room in rental unit,3.7041095890410958,0.004997424008243174,0,1,0,0,0,0,0,0,0,0,0,1
0.0,100.0,75.0,0.0,1.0,1.0,41.40599830767462,2.137238905640364,1.0,2.0,1.0,1.0,75.0,32,365,12,347,0,91,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,7,2,Private room in rental unit,3.7041095890410958,0.004997424008243174,0,1,0,0,0,0,0,0,0,0,0,1
2.0,90.0,70.0,0.0,1.0,1.0,41.38687,2.18335,2.0,1.0,1.0,1.0,48.0,31,330,0,313,4,56,62,2976.0,4.75,4.5,4.75,5.0,5.0,5.0,4.0,0,4,0.17,5,3,Entire rental unit,6.945205479452055,0.06409067490984029,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.445789,2.1838686,1.0,2.0,1.0,1.0,59.0,2,1125,25,360,74,104,156,9204.0,4.78,4.74,4.81,4.97,4.92,4.69,4.72,1,1,2.86,42,2,Other,8.397260273972602,0.001648634724368882,0,1,0,0,0,0,0,1,0,0,0,0
1.0,100.0,90.0,1.0,1.0,1.0,41.3921647760919,2.177372379312144,6.0,1.0,3.0,6.0,178.0,1,999,9,339,20,87,102,18156.0,4.7,4.7,4.5,4.95,4.95,4.95,4.5,0,5,0.8,28,2,Entire rental unit,9.668493150684931,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
1.0,98.0,70.0,0.0,1.0,1.0,41.38152,2.1483,1.0,2.0,1.0,1.0,68.0,33,360,0,45,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,426,0.0,11,2,Private room in rental unit,5.345205479452055,0.04234930448222566,0,1,0,1,0,0,0,0,0,0,0,0
1.0,100.0,0.0,0.0,1.0,1.0,41.3927,2.18612,2.0,2.0,2.0,2.0,63.0,31,365,9,115,2,29,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.09,22,3,Other,14.528767123287672,0.009788768675940238,0,1,0,0,0,0,0,0,0,1,0,0
0.0,99.0,79.0,0.0,1.0,0.0,41.40069,2.17832,4.0,2.0,3.0,6.0,223.0,1,1125,2,315,29,58,108,24084.0,4.41,4.59,4.93,4.59,4.55,4.86,4.34,0,216,1.2,27,3,Entire rental unit,12.936986301369863,0.02581143740340031,0,0,0,1,0,0,0,0,0,0,0,0
1.0,86.0,100.0,1.0,1.0,1.0,41.3840999,2.17388,2.0,1.0,1.0,1.0,420.0,2,30,17,319,5,80,6,2520.0,4.0,4.0,4.2,4.6,4.2,4.6,3.8,1,2,0.2,47,1,Entire rental unit,2.547945205479452,0.06455435342606904,0,0,0,0,0,0,0,0,0,0,0,0
1.0,98.0,70.0,0.0,1.0,1.0,41.39148,2.15293,1.0,3.0,1.0,1.0,24.0,33,360,0,137,1,0,0,0.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,0,426,0.08,12,2,Private room in rental unit,5.345205479452055,0.05368366821226172,0,1,0,1,0,0,0,0,0,0,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.40769,2.16043,3.0,1.0,1.0,1.0,67.0,31,40,0,72,2,0,0,0.0,4.0,4.5,5.0,5.0,4.5,5.0,5.0,0,1,0.09,12,2,Entire rental unit,9.95890410958904,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
1.0,98.0,70.0,0.0,1.0,1.0,41.37955,2.17085,1.0,4.0,1.0,1.0,32.0,33,360,0,257,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,426,0.0,12,2,Private room in rental unit,5.345205479452055,0.07825862957238537,0,1,0,0,0,0,0,0,0,0,0,0
1.0,98.0,70.0,0.0,1.0,1.0,41.39423544738432,2.145919735617841,1.0,2.0,1.0,1.0,35.0,33,360,0,318,0,61,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,426,0.0,12,2,Private room in rental unit,5.345205479452055,0.030396702730551263,0,1,0,0,0,0,0,0,0,0,0,1
1.0,98.0,70.0,0.0,1.0,1.0,41.38258235303407,2.149951192262124,2.0,2.0,1.0,1.0,33.0,33,360,0,226,1,0,66,2178.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,426,0.1,13,2,Private room in rental unit,5.345205479452055,0.04234930448222566,0,1,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.386271695234605,2.16813011904907,4.0,1.0,2.0,3.0,80.0,32,365,0,258,9,28,255,20400.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,0.41,47,2,Entire rental unit,8.35068493150685,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
3.0,0.0,98.0,0.0,1.0,1.0,41.39919025952793,2.206106336552143,3.0,1.0,2.0,2.0,81.0,31,170,23,358,0,101,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,8,2,Entire rental unit,11.884931506849314,0.02514167954662545,0,0,0,0,0,0,0,0,0,1,0,0
0.0,100.0,78.0,0.0,1.0,1.0,41.37719707137949,2.1425349096163098,5.0,2.0,4.0,4.0,114.0,31,365,0,267,2,11,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,36,0.08,34,2,Entire rental unit,9.668493150684931,0.010458526532715095,0,0,0,0,0,0,0,0,0,0,1,0
0.0,99.0,100.0,0.0,1.0,1.0,41.38352,2.17694,2.0,1.0,1.0,1.0,72.0,37,1125,15,350,4,93,222,15984.0,4.75,4.5,5.0,4.5,4.75,5.0,4.5,1,244,0.16,39,2,Entire rental unit,7.1068493150684935,0.06455435342606904,0,0,0,0,0,0,0,0,0,0,0,0
2.0,100.0,50.0,0.0,1.0,0.0,41.3972206,2.1967908,2.0,2.0,1.0,1.0,95.0,32,365,27,362,1,105,64,6080.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0.19,39,3,Entire rental unit,10.575342465753424,0.02514167954662545,0,0,0,0,0,0,0,0,0,1,0,0
2.0,88.0,14.0,0.0,1.0,1.0,41.402995772569454,2.20034541362964,1.0,2.0,1.0,1.0,25.0,31,365,30,90,5,90,0,0.0,4.2,4.2,4.0,4.2,4.2,5.0,4.2,0,6,0.24,3,2,Other,3.4712328767123286,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
2.0,88.0,14.0,0.0,1.0,1.0,41.40288,2.202,2.0,2.0,1.0,1.0,45.0,31,365,30,90,5,90,62,2790.0,4.2,4.2,3.8,4.4,4.4,4.4,4.2,0,6,0.29,3,2,Other,3.4712328767123286,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.38421834014208,2.1827785292443167,2.0,1.0,1.0,2.0,200.0,31,365,30,270,1,108,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.04,11,2,Other,2.372602739726027,0.06409067490984029,0,0,0,0,0,0,0,0,0,0,0,0
2.0,88.0,14.0,0.0,1.0,1.0,41.40149261575832,2.201934210243083,2.0,2.0,1.0,1.0,38.0,31,365,30,90,2,90,62,2356.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,6,0.09,3,2,Other,3.4712328767123286,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
0.0,97.0,99.0,0.0,1.0,1.0,41.39910051700216,2.2069958883188447,4.0,1.0,2.0,2.0,127.0,32,330,0,130,1,0,0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1,514,0.05,39,3,Entire rental unit,5.534246575342466,0.02514167954662545,0,0,0,0,0,0,0,0,0,1,0,0
1.0,100.0,89.0,0.0,1.0,1.0,41.39580429999999,2.177609,1.0,2.0,1.0,1.0,21.0,32,365,0,267,4,10,64,1344.0,4.25,4.5,4.75,5.0,5.0,5.0,4.5,0,8,0.27,20,1,Private room in rental unit,3.0027397260273974,0.02581143740340031,0,1,0,1,0,0,0,0,0,0,0,0
2.0,100.0,98.0,0.0,1.0,1.0,41.3731,2.16861,3.0,1.0,2.0,2.0,130.0,31,365,29,269,0,107,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,20,2,Entire rental unit,11.509589041095891,0.04404945904173107,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,98.0,1.0,1.0,0.0,41.423284929217694,2.1743256971240044,1.0,1.0,1.0,4.0,50.0,2,60,1,194,140,53,255,12750.0,4.9,4.96,4.93,4.95,4.96,4.84,4.88,1,1,5.47,25,2,Private room in rental unit,2.372602739726027,0.007470376094796497,0,1,0,0,0,1,0,0,0,0,0,0
0.0,99.0,98.0,0.0,1.0,1.0,41.40862503090656,2.1723690495672696,6.0,1.0,3.0,3.0,252.0,5,365,0,141,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,1,49,0.0,13,2,Entire rental unit,10.336986301369864,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,75.0,0.0,1.0,1.0,41.3972,2.19954,2.0,1.0,1.0,2.0,154.0,3,365,12,347,7,90,12,1848.0,4.43,4.0,4.0,4.43,4.57,4.86,4.29,0,5,0.29,55,2,Other,2.6356164383561644,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.402097186778825,2.197418050173648,1.0,1.0,1.0,1.0,40.0,31,62,0,207,1,63,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0.05,35,2,Other,6.263013698630137,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.383517718007056,2.173912383888201,2.0,1.0,1.0,1.0,42.0,31,35,23,358,0,101,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,6,2,Private room in rental unit,2.3698630136986303,0.06455435342606904,0,1,0,0,0,0,0,0,0,0,0,0
0.0,99.0,79.0,0.0,1.0,0.0,41.40243651577269,2.157888403649408,3.0,2.0,2.0,2.0,195.0,1,1125,5,305,47,48,150,29250.0,4.57,4.72,4.79,4.11,4.47,4.87,4.38,0,216,1.81,26,3,Entire rental unit,12.936986301369863,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,1.0,1.0,41.42733525376289,2.16762992431536,3.0,1.0,1.0,3.0,24.0,31,60,28,363,0,107,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,9,2,Private room in rental unit,3.8273972602739725,0.001648634724368882,0,1,0,0,0,1,0,0,0,0,0,0
0.0,100.0,88.0,0.0,1.0,1.0,41.38346,2.16539,3.0,1.0,1.0,2.0,116.0,3,20,4,15,5,15,12,1392.0,4.4,4.8,4.6,4.4,5.0,4.6,4.4,0,1,0.21,30,2,Entire rental unit,2.5287671232876714,0.07825862957238537,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,94.0,1.0,1.0,1.0,41.38404,2.1777,2.0,2.0,1.0,1.0,76.0,1,365,9,341,12,84,6,456.0,4.25,3.75,4.5,4.42,4.25,4.5,4.42,0,3,0.49,32,2,Private room in rental unit,2.3945205479452056,0.06455435342606904,0,1,0,0,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.37372722772281,2.132364840475449,1.0,1.0,1.0,1.0,45.0,1,365,0,165,73,39,234,10530.0,4.63,4.71,4.26,4.85,4.88,4.77,4.53,0,1,2.83,16,2,Private room in rental unit,11.520547945205479,0.018238021638330756,0,1,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,0.0,1.0,1.0,41.3712655,2.1478101,4.0,1.0,1.0,2.0,171.0,1,365,6,220,70,58,198,33858.0,4.77,4.8,4.57,4.87,4.86,4.81,4.56,1,1,2.8,49,2,Entire rental unit,10.435616438356165,0.005461102524471921,0,0,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,1.0,1.0,1.0,41.401686,2.1965169,2.0,1.0,1.0,1.0,132.0,31,100,0,288,9,31,248,32736.0,4.78,4.67,5.0,5.0,4.89,4.89,4.44,0,3,0.42,45,2,Entire rental unit,6.263013698630137,0.009788768675940238,0,0,0,0,0,0,0,0,0,1,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.37866351605956,2.149787406433461,5.0,1.0,3.0,5.0,82.0,32,365,0,144,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,10,2,Entire rental unit,6.424657534246576,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.38624732978653,2.1469738272672245,5.0,2.0,3.0,5.0,80.0,32,365,0,144,1,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,42,0.05,8,2,Entire rental unit,6.424657534246576,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.40625321095849,2.1717734144608496,8.0,2.0,4.0,8.0,112.0,32,365,0,106,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,9,2,Entire rental unit,6.424657534246576,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,98.0,0.0,1.0,1.0,41.40957445756696,2.159442408828282,1.0,1.0,1.0,1.0,44.0,31,365,28,269,0,107,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,6,2,Private room in rental unit,2.4575342465753423,0.016383307573415766,0,1,0,0,1,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.40316123079768,2.147477697477924,7.0,2.0,4.0,7.0,112.0,32,365,0,106,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,9,2,Entire rental unit,6.424657534246576,0.01396187532199897,0,0,0,0,0,0,0,0,0,0,0,1
0.0,94.0,95.0,0.0,1.0,1.0,41.39049,2.18206,7.0,2.0,4.0,7.0,112.0,32,365,0,48,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,9,2,Entire rental unit,6.424657534246576,0.06409067490984029,0,0,0,0,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.37946558046964,2.1501369332669573,3.0,1.0,2.0,3.0,75.0,32,365,0,49,1,49,0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,42,0.04,9,2,Entire rental unit,6.424657534246576,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.39551058375231,2.1666673263054728,3.0,2.0,3.0,5.0,183.0,3,30,10,87,46,86,252,46116.0,4.48,4.5,4.63,4.61,4.74,4.76,4.46,0,42,3.55,12,2,Entire rental unit,6.424657534246576,0.12447192168985059,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.40787951807891,2.1731638612832547,7.0,2.0,4.0,7.0,100.0,32,365,0,101,2,52,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,42,0.08,9,2,Entire rental unit,6.424657534246576,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,83.0,28.0,0.0,1.0,1.0,41.38276793245911,2.1614355466931503,5.0,2.0,3.0,4.0,392.0,1,330,30,270,1,108,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,413,0.06,37,2,Entire rental unit,14.005479452054795,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.38431,2.16165,5.0,2.0,3.0,5.0,90.0,32,365,0,101,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,9,2,Entire rental unit,6.424657534246576,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.38481111867909,2.163714800801072,4.0,1.0,3.0,4.0,82.0,32,365,0,47,0,47,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,9,2,Entire rental unit,6.424657534246576,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,94.0,95.0,0.0,1.0,1.0,41.40918414721638,2.1742934569775296,5.0,2.0,3.0,5.0,82.0,32,365,0,42,3,0,128,10496.0,5.0,4.33,4.67,5.0,5.0,5.0,4.33,0,42,0.12,9,2,Entire rental unit,6.424657534246576,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,0.0,0.0,1.0,1.0,41.37926,2.16567,3.0,1.0,2.0,2.0,48.0,60,325,28,362,0,105,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,1,0.0,30,2,Entire rental unit,8.846575342465753,0.07825862957238537,0,0,0,0,0,0,0,0,0,0,0,0
0.0,90.0,99.0,0.0,1.0,1.0,41.37687,2.16881,2.0,1.0,1.0,1.0,100.0,3,35,5,5,90,5,255,25500.0,4.88,4.88,4.96,4.81,4.84,4.62,4.73,1,1,3.6,34,2,Private room in rental unit,2.3643835616438356,0.07825862957238537,0,1,0,0,0,0,0,0,0,0,0,0
1.0,76.0,71.0,0.0,1.0,1.0,41.39948137445175,2.198387226105867,1.0,1.0,1.0,1.0,37.0,32,360,2,337,0,80,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,92,0.0,5,2,Private room in rental unit,2.4684931506849317,0.02514167954662545,0,1,0,0,0,0,0,0,0,1,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.4017788,2.1727947,6.0,1.0,3.0,4.0,260.0,1,365,8,327,115,76,255,66300.0,4.94,4.9,4.92,4.88,4.94,4.92,4.79,1,84,4.4,44,2,Entire rental unit,13.208219178082192,0.05677485832045338,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,0.0,1.0,1.0,41.38142,2.14194,8.0,2.0,4.0,5.0,308.0,4,365,4,324,80,68,255,78540.0,4.58,4.45,4.55,4.83,4.86,4.75,4.51,1,35,3.09,34,2,Entire rental unit,7.2465753424657535,0.018238021638330756,0,0,0,0,0,0,0,0,0,0,1,0
0.0,94.0,95.0,0.0,1.0,1.0,41.37976139874544,2.161571956530155,6.0,2.0,4.0,6.0,112.0,32,365,0,106,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,22,2,Entire rental unit,6.424657534246576,0.0527047913446677,0,0,0,1,0,0,0,0,0,0,0,0
0.0,97.0,99.0,0.0,1.0,1.0,41.38457551064157,2.165201191253713,7.0,2.0,4.0,4.0,206.0,32,330,2,302,1,80,64,13184.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1,514,0.29,35,3,Entire rental unit,5.534246575342466,0.07825862957238537,0,0,0,0,0,0,0,0,0,0,0,0
0.0,100.0,75.0,0.0,1.0,1.0,41.370139952982655,2.142622681731217,1.0,2.0,1.0,1.0,68.0,32,365,0,137,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,9,2,Private room in rental unit,3.7041095890410958,0.010458526532715095,0,1,0,0,0,0,0,0,0,0,1,0
0.0,94.0,95.0,0.0,1.0,1.0,41.38242,2.14464,6.0,2.0,3.0,6.0,116.0,32,365,0,105,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,42,0.0,8,2,Entire rental unit,6.424657534246576,0.04234930448222566,0,0,0,1,0,0,0,0,0,0,0,0
0.0,100.0,100.0,1.0,1.0,1.0,41.37250969999999,2.1438781,4.0,1.0,2.0,3.0,181.0,2,32,8,203,63,66,120,21720.0,4.86,4.9,4.84,4.94,4.97,4.67,4.63,0,1,2.67,50,2,Entire rental unit,4.013698630136986,0.010458526532715095,0,0,0,0,0,0,0,0,0,0,1,0
1.0,100.0,98.0,1.0,1.0,1.0,41.4253202993,2.1569305885675654,4.0,2.0,2.0,2.0,77.0,32,180,16,351,10,95,255,19635.0,4.9,4.8,4.5,4.9,5.0,4.4,4.4,0,14,0.46,52,2,Entire rental unit,5.208219178082191,0.00463678516228748,0,0,0,0,0,1,0,0,0,0,0,0
0.0,100.0,97.0,1.0,1.0,1.0,41.402646900598846,2.15793639421463,2.0,1.0,1.0,1.0,44.0,31,330,0,119,13,0,255,11220.0,4.92,4.85,5.0,5.0,5.0,4.92,4.77,0,3,0.54,45,2,Entire condo,10.156164383561643,0.05852653271509531,0,0,0,0,1,0,0,0,0,0,0,0
0.0,100.0,75.0,0.0,1.0,1.0,41.3679025442082,2.140588884355903,1.0,2.0,1.0,1.0,67.0,32,365,0,226,0,0,0,0.0,4.72,4.77,4.75,4.85,4.85,4.84,4.57,0,117,0.0,31,2,Private room in rental unit,3.7041095890410958,0.005461102524471921,0,1,0,0,0,0,0,0,0,0,1,0
1.0,87.0,6.0,0.0,1.0,1.0,41.39883914755869,2.1490128087596325,6.0,2.0,4.0,5.0,165.0,31,1125,30,365,1,108,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,234,0.04,31,2,Entire rental unit,11.178082191780822,0.030396702730551263,0,0,0,0,0,0,0,0,0,0,0,1
0.0,100.0,100.0,0.0,1.0,1.0,41.36919251039052,2.1420167843511426,2.0,1.0,1.0,1.0,108.0,32,365,1,332,55,76,255,27540.0,4.44,4.6,4.24,4.96,4.87,4.58,4.22,1,4,2.28,39,2,Private room in rental unit,7.652054794520548,0.005461102524471921,0,1,0,0,0,0,0,0,0,0,1,0
0.0,100.0,100.0,0.0,1.0,1.0,41.371200892747055,2.1441997217613182,2.0,1.0,1.0,1.0,84.0,32,365,20,355,39,99,255,21420.0,4.59,4.74,4.38,4.97,4.82,4.69,4.46,1,4,1.58,34,2,Private room in rental unit,7.652054794520548,0.005461102524471921,0,1,0,0,0,0,0,0,0,0,1,0
1.0,100.0,84.0,0.0,1.0,1.0,41.3763008,2.1893828,2.0,1.0,1.0,1.0,65.0,32,150,12,329,13,73,255,16575.0,5.0,4.92,4.92,5.0,5.0,5.0,4.85,0,3,0.53,25,1,Entire rental unit,3.638356164383562,0.02622359608449253,0,0,0,0,0,0,0,0,0,0,0,0
